store_id,store_name,ds,y
5205,JL Bundall,2018-01-01,5
5208,JL Helensvale,2018-01-01,2
5210,SG & JL Toowoomba,2018-01-01,10
5203,JL Alexandria,2018-01-02,30
5201,JL Auburn,2018-01-02,28
5205,JL Bundall,2018-01-02,16
1244,JL Canberra,2018-01-02,28
5202,JL Castle Hill,2018-01-02,13
5207,JL Fortitude Valley,2018-01-02,31
5208,JL Helensvale,2018-01-02,20
5209,JL Logan,2018-01-02,21
1376,JL Nunawading,2018-01-02,16
5211,JL Robina,2018-01-02,5
1209,SG & JL Caringbah,2018-01-02,34
1375,SG & JL Hopper Crossing,2018-01-02,2
1211,SG & JL Hornsby,2018-01-02,21
1227,SG & JL Liverpool,2018-01-02,38
1371,SG & JL Maribyrnong,2018-01-02,12
1206,SG & JL NSW Warehouse,2018-01-02,3
1209,SG & JL NSW Warehouse,2018-01-02,6
1233,SG & JL NSW Warehouse,2018-01-02,5
1244,SG & JL NSW Warehouse,2018-01-02,1
5201,SG & JL NSW Warehouse,2018-01-02,3
5202,SG & JL NSW Warehouse,2018-01-02,4
5206,SG & JL NSW Warehouse,2018-01-02,2
5207,SG & JL NSW Warehouse,2018-01-02,7
1245,SG & JL Penrith,2018-01-02,18
1223,SG & JL Penrith Clearance,2018-01-02,27
1373,SG & JL Preston,2018-01-02,17
1210,SG & JL Prospect,2018-01-02,22
2200,SG & JL Staff Sales,2018-01-02,14
5210,SG & JL Toowoomba,2018-01-02,14
1205,SG Auburn,2018-01-02,67
1207,SG Bankstown,2018-01-02,15
1206,SG Castle Hill,2018-01-02,27
1374,SG Chirnside Park,2018-01-02,1
1372,SG Cranbourne,2018-01-02,7
5213,SG Jindalee,2018-01-02,13
1236,SG Marsden Park,2018-01-02,16
1208,SG Moore Park,2018-01-02,64
1233,SG Tuggerah,2018-01-02,22
2200,SG Website,2018-01-02,24
5203,JL Alexandria,2018-01-03,32
5201,JL Auburn,2018-01-03,45
5205,JL Bundall,2018-01-03,7
1244,JL Canberra,2018-01-03,19
5202,JL Castle Hill,2018-01-03,33
5207,JL Fortitude Valley,2018-01-03,20
5208,JL Helensvale,2018-01-03,49
1243,JL Kotara,2018-01-03,13
5209,JL Logan,2018-01-03,23
1376,JL Nunawading,2018-01-03,12
5211,JL Robina,2018-01-03,4
2200,JL Website,2018-01-03,6
1209,SG & JL Caringbah,2018-01-03,31
1375,SG & JL Hopper Crossing,2018-01-03,8
1211,SG & JL Hornsby,2018-01-03,28
1227,SG & JL Liverpool,2018-01-03,10
1371,SG & JL Maribyrnong,2018-01-03,16
1207,SG & JL NSW Warehouse,2018-01-03,3
1208,SG & JL NSW Warehouse,2018-01-03,3
1210,SG & JL NSW Warehouse,2018-01-03,1
1244,SG & JL NSW Warehouse,2018-01-03,1
1376,SG & JL NSW Warehouse,2018-01-03,3
5203,SG & JL NSW Warehouse,2018-01-03,12
5209,SG & JL NSW Warehouse,2018-01-03,5
5210,SG & JL NSW Warehouse,2018-01-03,1
1245,SG & JL Penrith,2018-01-03,18
1223,SG & JL Penrith Clearance,2018-01-03,4
1373,SG & JL Preston,2018-01-03,20
1210,SG & JL Prospect,2018-01-03,6
2200,SG & JL Staff Sales,2018-01-03,7
5210,SG & JL Toowoomba,2018-01-03,7
1205,SG Auburn,2018-01-03,49
1207,SG Bankstown,2018-01-03,18
1206,SG Castle Hill,2018-01-03,52
1374,SG Chirnside Park,2018-01-03,7
5213,SG Jindalee,2018-01-03,10
5212,SG Logan,2018-01-03,4
1236,SG Marsden Park,2018-01-03,18
1208,SG Moore Park,2018-01-03,19
1233,SG Tuggerah,2018-01-03,8
2200,SG Website,2018-01-03,12
5203,JL Alexandria,2018-01-04,71
5201,JL Auburn,2018-01-04,16
5205,JL Bundall,2018-01-04,22
1244,JL Canberra,2018-01-04,22
5202,JL Castle Hill,2018-01-04,10
5207,JL Fortitude Valley,2018-01-04,43
5208,JL Helensvale,2018-01-04,23
1209,JL Hire,2018-01-04,4
1243,JL Kotara,2018-01-04,17
5209,JL Logan,2018-01-04,18
5211,JL Robina,2018-01-04,6
2200,JL Website,2018-01-04,6
1209,SG & JL Caringbah,2018-01-04,46
1375,SG & JL Hopper Crossing,2018-01-04,46
1211,SG & JL Hornsby,2018-01-04,41
1227,SG & JL Liverpool,2018-01-04,16
1371,SG & JL Maribyrnong,2018-01-04,7
1205,SG & JL NSW Warehouse,2018-01-04,9
1209,SG & JL NSW Warehouse,2018-01-04,3
1211,SG & JL NSW Warehouse,2018-01-04,5
1227,SG & JL NSW Warehouse,2018-01-04,3
1233,SG & JL NSW Warehouse,2018-01-04,2
1236,SG & JL NSW Warehouse,2018-01-04,2
1244,SG & JL NSW Warehouse,2018-01-04,3
1375,SG & JL NSW Warehouse,2018-01-04,3
5202,SG & JL NSW Warehouse,2018-01-04,4
5210,SG & JL NSW Warehouse,2018-01-04,1
1245,SG & JL Penrith,2018-01-04,29
1223,SG & JL Penrith Clearance,2018-01-04,23
1373,SG & JL Preston,2018-01-04,4
1210,SG & JL Prospect,2018-01-04,3
2200,SG & JL Staff Sales,2018-01-04,19
5210,SG & JL Toowoomba,2018-01-04,9
1205,SG Auburn,2018-01-04,63
1207,SG Bankstown,2018-01-04,16
1206,SG Castle Hill,2018-01-04,47
1374,SG Chirnside Park,2018-01-04,3
5213,SG Jindalee,2018-01-04,21
5212,SG Logan,2018-01-04,4
1236,SG Marsden Park,2018-01-04,18
1208,SG Moore Park,2018-01-04,37
1233,SG Tuggerah,2018-01-04,11
2200,SG Website,2018-01-04,9
5203,JL Alexandria,2018-01-05,14
5201,JL Auburn,2018-01-05,15
5205,JL Bundall,2018-01-05,20
1244,JL Canberra,2018-01-05,15
5202,JL Castle Hill,2018-01-05,3
5207,JL Fortitude Valley,2018-01-05,22
5208,JL Helensvale,2018-01-05,13
1243,JL Kotara,2018-01-05,15
5209,JL Logan,2018-01-05,18
1376,JL Nunawading,2018-01-05,6
5211,JL Robina,2018-01-05,9
1209,SG & JL Caringbah,2018-01-05,31
1375,SG & JL Hopper Crossing,2018-01-05,12
1211,SG & JL Hornsby,2018-01-05,18
1227,SG & JL Liverpool,2018-01-05,34
1371,SG & JL Maribyrnong,2018-01-05,19
1206,SG & JL NSW Warehouse,2018-01-05,7
1208,SG & JL NSW Warehouse,2018-01-05,3
1227,SG & JL NSW Warehouse,2018-01-05,2
1244,SG & JL NSW Warehouse,2018-01-05,4
1373,SG & JL NSW Warehouse,2018-01-05,1
1376,SG & JL NSW Warehouse,2018-01-05,2
1245,SG & JL Penrith,2018-01-05,8
1223,SG & JL Penrith Clearance,2018-01-05,18
1373,SG & JL Preston,2018-01-05,33
1210,SG & JL Prospect,2018-01-05,5
2200,SG & JL Staff Sales,2018-01-05,11
5210,SG & JL Toowoomba,2018-01-05,39
1205,SG Auburn,2018-01-05,51
1207,SG Bankstown,2018-01-05,15
1206,SG Castle Hill,2018-01-05,32
1374,SG Chirnside Park,2018-01-05,3
5213,SG Jindalee,2018-01-05,4
5212,SG Logan,2018-01-05,5
1236,SG Marsden Park,2018-01-05,2
1208,SG Moore Park,2018-01-05,25
1233,SG Tuggerah,2018-01-05,17
5203,JL Alexandria,2018-01-06,19
5201,JL Auburn,2018-01-06,37
5205,JL Bundall,2018-01-06,7
1244,JL Canberra,2018-01-06,46
5202,JL Castle Hill,2018-01-06,40
5207,JL Fortitude Valley,2018-01-06,28
5208,JL Helensvale,2018-01-06,17
1243,JL Kotara,2018-01-06,37
5209,JL Logan,2018-01-06,11
1376,JL Nunawading,2018-01-06,21
5211,JL Robina,2018-01-06,38
1209,SG & JL Caringbah,2018-01-06,9
1375,SG & JL Hopper Crossing,2018-01-06,4
1211,SG & JL Hornsby,2018-01-06,20
1227,SG & JL Liverpool,2018-01-06,22
1371,SG & JL Maribyrnong,2018-01-06,17
1211,SG & JL NSW Warehouse,2018-01-06,3
1223,SG & JL NSW Warehouse,2018-01-06,4
1227,SG & JL NSW Warehouse,2018-01-06,2
1245,SG & JL NSW Warehouse,2018-01-06,7
5203,SG & JL NSW Warehouse,2018-01-06,4
5206,SG & JL NSW Warehouse,2018-01-06,2
5209,SG & JL NSW Warehouse,2018-01-06,2
5211,SG & JL NSW Warehouse,2018-01-06,3
1245,SG & JL Penrith,2018-01-06,11
1223,SG & JL Penrith Clearance,2018-01-06,30
1373,SG & JL Preston,2018-01-06,8
1210,SG & JL Prospect,2018-01-06,9
5210,SG & JL Toowoomba,2018-01-06,16
1205,SG Auburn,2018-01-06,72
1207,SG Bankstown,2018-01-06,27
1206,SG Castle Hill,2018-01-06,84
1374,SG Chirnside Park,2018-01-06,4
1372,SG Cranbourne,2018-01-06,1
5213,SG Jindalee,2018-01-06,5
5212,SG Logan,2018-01-06,9
1236,SG Marsden Park,2018-01-06,18
1208,SG Moore Park,2018-01-06,49
1233,SG Tuggerah,2018-01-06,25
5203,JL Alexandria,2018-01-07,49
5201,JL Auburn,2018-01-07,17
5205,JL Bundall,2018-01-07,12
1244,JL Canberra,2018-01-07,25
5202,JL Castle Hill,2018-01-07,6
5207,JL Fortitude Valley,2018-01-07,35
5208,JL Helensvale,2018-01-07,42
1243,JL Kotara,2018-01-07,33
5209,JL Logan,2018-01-07,10
1376,JL Nunawading,2018-01-07,12
5211,JL Robina,2018-01-07,9
1209,SG & JL Caringbah,2018-01-07,19
1375,SG & JL Hopper Crossing,2018-01-07,11
1211,SG & JL Hornsby,2018-01-07,22
1227,SG & JL Liverpool,2018-01-07,46
1371,SG & JL Maribyrnong,2018-01-07,12
1205,SG & JL NSW Warehouse,2018-01-07,3
1210,SG & JL NSW Warehouse,2018-01-07,3
1211,SG & JL NSW Warehouse,2018-01-07,3
1227,SG & JL NSW Warehouse,2018-01-07,2
1233,SG & JL NSW Warehouse,2018-01-07,4
5203,SG & JL NSW Warehouse,2018-01-07,13
5206,SG & JL NSW Warehouse,2018-01-07,2
5208,SG & JL NSW Warehouse,2018-01-07,4
1245,SG & JL Penrith,2018-01-07,1
1223,SG & JL Penrith Clearance,2018-01-07,12
1373,SG & JL Preston,2018-01-07,25
1210,SG & JL Prospect,2018-01-07,17
5210,SG & JL Toowoomba,2018-01-07,34
1205,SG Auburn,2018-01-07,55
1207,SG Bankstown,2018-01-07,22
1206,SG Castle Hill,2018-01-07,57
5212,SG Logan,2018-01-07,13
1236,SG Marsden Park,2018-01-07,12
1208,SG Moore Park,2018-01-07,58
1233,SG Tuggerah,2018-01-07,10
5203,JL Alexandria,2018-01-08,26
5201,JL Auburn,2018-01-08,15
5205,JL Bundall,2018-01-08,3
1244,JL Canberra,2018-01-08,10
5202,JL Castle Hill,2018-01-08,5
5207,JL Fortitude Valley,2018-01-08,23
5208,JL Helensvale,2018-01-08,6
5209,JL Logan,2018-01-08,1
1376,JL Nunawading,2018-01-08,8
5211,JL Robina,2018-01-08,22
2200,JL Website,2018-01-08,12
1209,SG & JL Caringbah,2018-01-08,11
1375,SG & JL Hopper Crossing,2018-01-08,8
1211,SG & JL Hornsby,2018-01-08,23
1227,SG & JL Liverpool,2018-01-08,18
1371,SG & JL Maribyrnong,2018-01-08,3
1205,SG & JL NSW Warehouse,2018-01-08,7
1208,SG & JL NSW Warehouse,2018-01-08,5
5202,SG & JL NSW Warehouse,2018-01-08,4
5206,SG & JL NSW Warehouse,2018-01-08,10
5210,SG & JL NSW Warehouse,2018-01-08,3
1245,SG & JL Penrith,2018-01-08,16
1223,SG & JL Penrith Clearance,2018-01-08,3
1373,SG & JL Preston,2018-01-08,25
1210,SG & JL Prospect,2018-01-08,5
2200,SG & JL Staff Sales,2018-01-08,8
5210,SG & JL Toowoomba,2018-01-08,12
1205,SG Auburn,2018-01-08,13
1207,SG Bankstown,2018-01-08,23
1206,SG Castle Hill,2018-01-08,24
1374,SG Chirnside Park,2018-01-08,10
1372,SG Cranbourne,2018-01-08,4
5212,SG Logan,2018-01-08,6
1236,SG Marsden Park,2018-01-08,2
1208,SG Moore Park,2018-01-08,22
1233,SG Tuggerah,2018-01-08,9
2200,SG Website,2018-01-08,4
5203,JL Alexandria,2018-01-09,26
5201,JL Auburn,2018-01-09,9
5205,JL Bundall,2018-01-09,5
5202,JL Castle Hill,2018-01-09,10
5207,JL Fortitude Valley,2018-01-09,8
5208,JL Helensvale,2018-01-09,12
1209,JL Hire,2018-01-09,2
1243,JL Kotara,2018-01-09,28
5209,JL Logan,2018-01-09,7
1376,JL Nunawading,2018-01-09,6
5211,JL Robina,2018-01-09,18
1209,SG & JL Caringbah,2018-01-09,11
1375,SG & JL Hopper Crossing,2018-01-09,8
1211,SG & JL Hornsby,2018-01-09,22
1371,SG & JL Maribyrnong,2018-01-09,1
1205,SG & JL NSW Warehouse,2018-01-09,4
1245,SG & JL NSW Warehouse,2018-01-09,7
1376,SG & JL NSW Warehouse,2018-01-09,4
5201,SG & JL NSW Warehouse,2018-01-09,2
5209,SG & JL NSW Warehouse,2018-01-09,5
1223,SG & JL Penrith Clearance,2018-01-09,4
1373,SG & JL Preston,2018-01-09,6
1210,SG & JL Prospect,2018-01-09,2
2200,SG & JL Staff Sales,2018-01-09,2
5210,SG & JL Toowoomba,2018-01-09,10
1205,SG Auburn,2018-01-09,20
1207,SG Bankstown,2018-01-09,11
1206,SG Castle Hill,2018-01-09,22
1374,SG Chirnside Park,2018-01-09,2
5213,SG Jindalee,2018-01-09,2
5212,SG Logan,2018-01-09,5
1236,SG Marsden Park,2018-01-09,25
1208,SG Moore Park,2018-01-09,34
1233,SG Tuggerah,2018-01-09,8
2200,SG Website,2018-01-09,5
5203,JL Alexandria,2018-01-10,37
5201,JL Auburn,2018-01-10,10
5205,JL Bundall,2018-01-10,3
1244,JL Canberra,2018-01-10,2
5202,JL Castle Hill,2018-01-10,14
5207,JL Fortitude Valley,2018-01-10,45
5208,JL Helensvale,2018-01-10,4
1243,JL Kotara,2018-01-10,27
5209,JL Logan,2018-01-10,11
1376,JL Nunawading,2018-01-10,25
5211,JL Robina,2018-01-10,3
1209,SG & JL Caringbah,2018-01-10,33
1211,SG & JL Hornsby,2018-01-10,7
1227,SG & JL Liverpool,2018-01-10,32
1371,SG & JL Maribyrnong,2018-01-10,10
1210,SG & JL NSW Warehouse,2018-01-10,3
1243,SG & JL NSW Warehouse,2018-01-10,3
1244,SG & JL NSW Warehouse,2018-01-10,1
1245,SG & JL NSW Warehouse,2018-01-10,2
1373,SG & JL NSW Warehouse,2018-01-10,4
5201,SG & JL NSW Warehouse,2018-01-10,8
5202,SG & JL NSW Warehouse,2018-01-10,6
1245,SG & JL Penrith,2018-01-10,13
1223,SG & JL Penrith Clearance,2018-01-10,27
1373,SG & JL Preston,2018-01-10,12
1210,SG & JL Prospect,2018-01-10,7
2200,SG & JL Staff Sales,2018-01-10,8
5210,SG & JL Toowoomba,2018-01-10,1
1205,SG Auburn,2018-01-10,38
1207,SG Bankstown,2018-01-10,16
1206,SG Castle Hill,2018-01-10,21
1374,SG Chirnside Park,2018-01-10,3
1372,SG Cranbourne,2018-01-10,20
5212,SG Logan,2018-01-10,3
1236,SG Marsden Park,2018-01-10,15
1208,SG Moore Park,2018-01-10,5
1233,SG Tuggerah,2018-01-10,9
5203,JL Alexandria,2018-01-11,80
5201,JL Auburn,2018-01-11,23
5205,JL Bundall,2018-01-11,16
5202,JL Castle Hill,2018-01-11,14
5207,JL Fortitude Valley,2018-01-11,20
5208,JL Helensvale,2018-01-11,6
1243,JL Kotara,2018-01-11,9
5209,JL Logan,2018-01-11,24
1376,JL Nunawading,2018-01-11,6
5211,JL Robina,2018-01-11,4
2200,JL Website,2018-01-11,16
1209,SG & JL Caringbah,2018-01-11,11
1375,SG & JL Hopper Crossing,2018-01-11,5
1211,SG & JL Hornsby,2018-01-11,7
1227,SG & JL Liverpool,2018-01-11,35
1371,SG & JL Maribyrnong,2018-01-11,4
1205,SG & JL NSW Warehouse,2018-01-11,4
1208,SG & JL NSW Warehouse,2018-01-11,3
1209,SG & JL NSW Warehouse,2018-01-11,3
1227,SG & JL NSW Warehouse,2018-01-11,5
1244,SG & JL NSW Warehouse,2018-01-11,4
5201,SG & JL NSW Warehouse,2018-01-11,3
5202,SG & JL NSW Warehouse,2018-01-11,1
5203,SG & JL NSW Warehouse,2018-01-11,2
5209,SG & JL NSW Warehouse,2018-01-11,6
5211,SG & JL NSW Warehouse,2018-01-11,2
5212,SG & JL NSW Warehouse,2018-01-11,3
1245,SG & JL Penrith,2018-01-11,34
1223,SG & JL Penrith Clearance,2018-01-11,17
1373,SG & JL Preston,2018-01-11,3
1210,SG & JL Prospect,2018-01-11,19
2200,SG & JL Staff Sales,2018-01-11,42
5210,SG & JL Toowoomba,2018-01-11,2
1205,SG Auburn,2018-01-11,18
1207,SG Bankstown,2018-01-11,10
1206,SG Castle Hill,2018-01-11,47
1374,SG Chirnside Park,2018-01-11,1
5213,SG Jindalee,2018-01-11,9
5212,SG Logan,2018-01-11,3
1236,SG Marsden Park,2018-01-11,31
1208,SG Moore Park,2018-01-11,18
1233,SG Tuggerah,2018-01-11,18
2200,SG Website,2018-01-11,8
5203,JL Alexandria,2018-01-12,76
5201,JL Auburn,2018-01-12,13
5205,JL Bundall,2018-01-12,6
1244,JL Canberra,2018-01-12,13
5202,JL Castle Hill,2018-01-12,3
5207,JL Fortitude Valley,2018-01-12,8
5208,JL Helensvale,2018-01-12,21
1243,JL Kotara,2018-01-12,17
5209,JL Logan,2018-01-12,26
1376,JL Nunawading,2018-01-12,22
5211,JL Robina,2018-01-12,5
1209,SG & JL Caringbah,2018-01-12,13
1375,SG & JL Hopper Crossing,2018-01-12,3
1211,SG & JL Hornsby,2018-01-12,5
1227,SG & JL Liverpool,2018-01-12,15
1371,SG & JL Maribyrnong,2018-01-12,47
1208,SG & JL NSW Warehouse,2018-01-12,4
1210,SG & JL NSW Warehouse,2018-01-12,3
1223,SG & JL NSW Warehouse,2018-01-12,4
1373,SG & JL NSW Warehouse,2018-01-12,3
5201,SG & JL NSW Warehouse,2018-01-12,3
5208,SG & JL NSW Warehouse,2018-01-12,2
5209,SG & JL NSW Warehouse,2018-01-12,2
1245,SG & JL Penrith,2018-01-12,4
1223,SG & JL Penrith Clearance,2018-01-12,14
1373,SG & JL Preston,2018-01-12,39
1210,SG & JL Prospect,2018-01-12,4
2200,SG & JL Staff Sales,2018-01-12,27
5210,SG & JL Toowoomba,2018-01-12,10
1205,SG Auburn,2018-01-12,20
1207,SG Bankstown,2018-01-12,8
1206,SG Castle Hill,2018-01-12,20
1374,SG Chirnside Park,2018-01-12,2
1372,SG Cranbourne,2018-01-12,2
5212,SG Logan,2018-01-12,5
1208,SG Moore Park,2018-01-12,17
1233,SG Tuggerah,2018-01-12,6
2200,SG Website,2018-01-12,16
5203,JL Alexandria,2018-01-13,43
5201,JL Auburn,2018-01-13,28
5205,JL Bundall,2018-01-13,14
1244,JL Canberra,2018-01-13,37
5202,JL Castle Hill,2018-01-13,57
5207,JL Fortitude Valley,2018-01-13,24
5208,JL Helensvale,2018-01-13,13
1243,JL Kotara,2018-01-13,19
5209,JL Logan,2018-01-13,28
1376,JL Nunawading,2018-01-13,32
5211,JL Robina,2018-01-13,23
1209,SG & JL Caringbah,2018-01-13,21
1375,SG & JL Hopper Crossing,2018-01-13,21
1211,SG & JL Hornsby,2018-01-13,20
1227,SG & JL Liverpool,2018-01-13,39
1371,SG & JL Maribyrnong,2018-01-13,22
1205,SG & JL NSW Warehouse,2018-01-13,4
1206,SG & JL NSW Warehouse,2018-01-13,3
1227,SG & JL NSW Warehouse,2018-01-13,3
1236,SG & JL NSW Warehouse,2018-01-13,5
1245,SG & JL NSW Warehouse,2018-01-13,4
5203,SG & JL NSW Warehouse,2018-01-13,6
5207,SG & JL NSW Warehouse,2018-01-13,3
1245,SG & JL Penrith,2018-01-13,11
1223,SG & JL Penrith Clearance,2018-01-13,21
1373,SG & JL Preston,2018-01-13,27
1210,SG & JL Prospect,2018-01-13,26
5210,SG & JL Toowoomba,2018-01-13,12
1205,SG Auburn,2018-01-13,74
1207,SG Bankstown,2018-01-13,28
1206,SG Castle Hill,2018-01-13,37
1374,SG Chirnside Park,2018-01-13,12
1372,SG Cranbourne,2018-01-13,3
5213,SG Jindalee,2018-01-13,10
5212,SG Logan,2018-01-13,15
1236,SG Marsden Park,2018-01-13,32
1208,SG Moore Park,2018-01-13,41
1233,SG Tuggerah,2018-01-13,9
5203,JL Alexandria,2018-01-14,73
5201,JL Auburn,2018-01-14,42
5205,JL Bundall,2018-01-14,22
1244,JL Canberra,2018-01-14,25
5202,JL Castle Hill,2018-01-14,44
5207,JL Fortitude Valley,2018-01-14,37
5208,JL Helensvale,2018-01-14,22
1243,JL Kotara,2018-01-14,38
5209,JL Logan,2018-01-14,40
1376,JL Nunawading,2018-01-14,65
5211,JL Robina,2018-01-14,14
1209,SG & JL Caringbah,2018-01-14,57
1375,SG & JL Hopper Crossing,2018-01-14,16
1211,SG & JL Hornsby,2018-01-14,44
1227,SG & JL Liverpool,2018-01-14,42
1371,SG & JL Maribyrnong,2018-01-14,31
1206,SG & JL NSW Warehouse,2018-01-14,5
1227,SG & JL NSW Warehouse,2018-01-14,4
1236,SG & JL NSW Warehouse,2018-01-14,3
1244,SG & JL NSW Warehouse,2018-01-14,4
1371,SG & JL NSW Warehouse,2018-01-14,3
1373,SG & JL NSW Warehouse,2018-01-14,5
1376,SG & JL NSW Warehouse,2018-01-14,3
5209,SG & JL NSW Warehouse,2018-01-14,4
1245,SG & JL Penrith,2018-01-14,30
1373,SG & JL Preston,2018-01-14,38
1210,SG & JL Prospect,2018-01-14,13
5210,SG & JL Toowoomba,2018-01-14,22
1205,SG Auburn,2018-01-14,90
1207,SG Bankstown,2018-01-14,8
1206,SG Castle Hill,2018-01-14,60
1374,SG Chirnside Park,2018-01-14,15
1372,SG Cranbourne,2018-01-14,11
5213,SG Jindalee,2018-01-14,11
5212,SG Logan,2018-01-14,5
1236,SG Marsden Park,2018-01-14,21
1208,SG Moore Park,2018-01-14,61
1233,SG Tuggerah,2018-01-14,14
5203,JL Alexandria,2018-01-15,28
5201,JL Auburn,2018-01-15,15
5205,JL Bundall,2018-01-15,13
1244,JL Canberra,2018-01-15,8
5202,JL Castle Hill,2018-01-15,4
5207,JL Fortitude Valley,2018-01-15,29
1243,JL Kotara,2018-01-15,33
5209,JL Logan,2018-01-15,1
1376,JL Nunawading,2018-01-15,23
2200,JL Website,2018-01-15,3
1209,SG & JL Caringbah,2018-01-15,30
1375,SG & JL Hopper Crossing,2018-01-15,8
1211,SG & JL Hornsby,2018-01-15,20
1227,SG & JL Liverpool,2018-01-15,12
1371,SG & JL Maribyrnong,2018-01-15,17
1209,SG & JL NSW Warehouse,2018-01-15,6
5202,SG & JL NSW Warehouse,2018-01-15,4
1245,SG & JL Penrith,2018-01-15,11
1223,SG & JL Penrith Clearance,2018-01-15,8
1373,SG & JL Preston,2018-01-15,2
1210,SG & JL Prospect,2018-01-15,7
2200,SG & JL Staff Sales,2018-01-15,8
5210,SG & JL Toowoomba,2018-01-15,4
1205,SG Auburn,2018-01-15,30
1207,SG Bankstown,2018-01-15,10
1206,SG Castle Hill,2018-01-15,27
1374,SG Chirnside Park,2018-01-15,1
5213,SG Jindalee,2018-01-15,3
5212,SG Logan,2018-01-15,1
1236,SG Marsden Park,2018-01-15,20
1208,SG Moore Park,2018-01-15,12
1233,SG Tuggerah,2018-01-15,9
2200,SG Website,2018-01-15,11
5203,JL Alexandria,2018-01-16,23
5201,JL Auburn,2018-01-16,4
5205,JL Bundall,2018-01-16,14
1244,JL Canberra,2018-01-16,7
5202,JL Castle Hill,2018-01-16,17
5207,JL Fortitude Valley,2018-01-16,54
5208,JL Helensvale,2018-01-16,6
1243,JL Kotara,2018-01-16,41
5209,JL Logan,2018-01-16,20
1376,JL Nunawading,2018-01-16,5
5211,JL Robina,2018-01-16,7
2200,JL Website,2018-01-16,4
1209,SG & JL Caringbah,2018-01-16,13
1211,SG & JL Hornsby,2018-01-16,24
1227,SG & JL Liverpool,2018-01-16,22
1371,SG & JL Maribyrnong,2018-01-16,10
1236,SG & JL NSW Warehouse,2018-01-16,2
1245,SG & JL NSW Warehouse,2018-01-16,3
5202,SG & JL NSW Warehouse,2018-01-16,7
5203,SG & JL NSW Warehouse,2018-01-16,4
5209,SG & JL NSW Warehouse,2018-01-16,7
1245,SG & JL Penrith,2018-01-16,7
1223,SG & JL Penrith Clearance,2018-01-16,12
1373,SG & JL Preston,2018-01-16,4
1210,SG & JL Prospect,2018-01-16,1
2200,SG & JL Staff Sales,2018-01-16,8
5210,SG & JL Toowoomba,2018-01-16,3
1205,SG Auburn,2018-01-16,19
1207,SG Bankstown,2018-01-16,30
1206,SG Castle Hill,2018-01-16,25
1374,SG Chirnside Park,2018-01-16,1
1372,SG Cranbourne,2018-01-16,1
5213,SG Jindalee,2018-01-16,1
5212,SG Logan,2018-01-16,11
1236,SG Marsden Park,2018-01-16,9
1208,SG Moore Park,2018-01-16,31
1233,SG Tuggerah,2018-01-16,5
5203,JL Alexandria,2018-01-17,10
5201,JL Auburn,2018-01-17,12
5205,JL Bundall,2018-01-17,22
1244,JL Canberra,2018-01-17,4
5202,JL Castle Hill,2018-01-17,4
5207,JL Fortitude Valley,2018-01-17,1
5208,JL Helensvale,2018-01-17,8
1243,JL Kotara,2018-01-17,21
5209,JL Logan,2018-01-17,5
5211,JL Robina,2018-01-17,7
2200,JL Website,2018-01-17,4
1209,SG & JL Caringbah,2018-01-17,5
1375,SG & JL Hopper Crossing,2018-01-17,14
1211,SG & JL Hornsby,2018-01-17,1
1227,SG & JL Liverpool,2018-01-17,3
1371,SG & JL Maribyrnong,2018-01-17,11
1209,SG & JL NSW Warehouse,2018-01-17,3
1210,SG & JL NSW Warehouse,2018-01-17,3
1376,SG & JL NSW Warehouse,2018-01-17,2
5203,SG & JL NSW Warehouse,2018-01-17,5
5207,SG & JL NSW Warehouse,2018-01-17,3
5212,SG & JL NSW Warehouse,2018-01-17,3
1245,SG & JL Penrith,2018-01-17,2
1223,SG & JL Penrith Clearance,2018-01-17,5
1210,SG & JL Prospect,2018-01-17,11
2200,SG & JL Staff Sales,2018-01-17,18
5210,SG & JL Toowoomba,2018-01-17,1
1205,SG Auburn,2018-01-17,17
1207,SG Bankstown,2018-01-17,5
1206,SG Castle Hill,2018-01-17,11
1374,SG Chirnside Park,2018-01-17,3
5212,SG Logan,2018-01-17,3
1236,SG Marsden Park,2018-01-17,7
1208,SG Moore Park,2018-01-17,16
2200,SG Website,2018-01-17,12
5203,JL Alexandria,2018-01-18,22
5201,JL Auburn,2018-01-18,22
5205,JL Bundall,2018-01-18,19
1244,JL Canberra,2018-01-18,34
5207,JL Fortitude Valley,2018-01-18,39
5208,JL Helensvale,2018-01-18,3
1243,JL Kotara,2018-01-18,27
5209,JL Logan,2018-01-18,21
1376,JL Nunawading,2018-01-18,14
5211,JL Robina,2018-01-18,5
2200,JL Website,2018-01-18,12
1209,SG & JL Caringbah,2018-01-18,20
1375,SG & JL Hopper Crossing,2018-01-18,9
1211,SG & JL Hornsby,2018-01-18,25
1227,SG & JL Liverpool,2018-01-18,28
1371,SG & JL Maribyrnong,2018-01-18,3
1206,SG & JL NSW Warehouse,2018-01-18,5
1244,SG & JL NSW Warehouse,2018-01-18,5
1245,SG & JL NSW Warehouse,2018-01-18,2
1373,SG & JL NSW Warehouse,2018-01-18,3
1375,SG & JL NSW Warehouse,2018-01-18,3
5202,SG & JL NSW Warehouse,2018-01-18,7
5203,SG & JL NSW Warehouse,2018-01-18,6
1245,SG & JL Penrith,2018-01-18,26
1223,SG & JL Penrith Clearance,2018-01-18,14
1373,SG & JL Preston,2018-01-18,4
1210,SG & JL Prospect,2018-01-18,19
